favorite_count,retweet_count,tweet_id
2682,590,734776360183431168
1601,432,734559631394082816
3842,853,733828123016450049
3927,1104,733822306246479872
3359,1039,733482008106668032
4496,1406,733460102733135873
45436,17348,733109485275860992
2607,586,732732193018155009
3775,967,732726085725589504
3940,847,732585889486888962
8632,2752,732375214819057664
15966,5974,732005617171337216
3728,1074,731285275100512256
4094,1390,731156023742988288
6548,2168,730924654643314689
5265,2361,730573383004487680
3708,1141,730427201120833536
4095,1148,730211855403241472
5220,2114,730196704625098752
4299,1221,729854734790754305
1819,418,729838605770891264
4263,1358,729823566028484608
6210,2518,729463711119904772
2016,360,729113531270991872
3384,893,728986383096946689
4986,1851,728760639972315136
2987,741,728751179681943552
3541,1139,728653952833728512
5263,2202,728409960103686147
3925,1044,728387165835677696
4606,1283,728046963732717569
4857,1833,728035342121635841
4384,1195,728015554473250816
3130,696,727685679342333952
6303,1913,727644517743104000
4774,1338,727524757080539137
3547,816,727314416056803329
3240,897,727286334147182592
4131,1494,727175381690781696
3883,1450,727155742655025152
7345,2672,726935089318363137
4098,1643,726887082820554753
3788,1099,726828223124897792
4710,1268,726224900189511680
7527,2891,725842289046749185
4450,1483,725786712245440512
5533,1946,725729321944506368
1508,679,725458796924002305
3957,1429,724983749226668032
2533,699,724771698126512129
5669,1802,724405726123311104
4627,1931,724049859469295616
2844,607,724046343203856385
4471,1731,724004602748780546
4141,1338,723912936180330496
8234,3254,723688335806480385
3228,973,723673163800948736
5653,2051,723179728551723008
4386,1716,722974582966214656
5287,1789,722613351520608256
4980,2051,721503162398597120
2688,669,721001180231503872
3325,842,720785406564900865
2640,743,720775346191278080
4400,1629,720415127506415616
6843,2760,720389942216527872
3061,1064,720340705894408192
4145,1236,720059472081784833
5224,2186,720043174954147842
5155,1913,719991154352222208
4867,1587,719704490224398336
5389,2115,719551379208073216
2975,804,719367763014393856
4704,1361,719339463458033665
3636,1042,719332531645071360
3720,1202,718971898235854848
5596,1916,718939241951195136
20212,8837,718631497683582976
2610,527,718613305783398402
2655,1103,718540630683709445
2884,582,718460005985447936
5205,1642,718454725339934721
2054,547,718246886998687744
4126,1091,718234618122661888
2611,649,717841801130979328
3092,1232,717790033953034240
6146,2010,717537687239008257
1708,497,717428917016076293
3367,922,717421804990701568
6681,2080,717047459982213120
3491,1069,717009362452090881
4547,1279,716802964044845056
5896,1516,716791146589110272
1309,460,716730379797970944
13994,6422,716447146686459905
2518,240,716439118184652801
2966,1191,716285507865542656
5214,1900,716080869887381504
3415,957,715928423106027520
3984,1555,715758151270801409
4974,1853,715733265223708672
2991,617,715704790270025728
4163,1410,715696743237730304
4610,1771,715680795826982913
5838,1716,715360349751484417
3221,747,715342466308784130
2570,716,715220193576927233
5464,2056,715200624753819648
4447,1351,715009755312439296
4005,1130,714982300363173890
7850,4670,714962719905021952
4410,1550,714957620017307648
3485,1091,714631576617938945
3858,1017,714606013974974464
2893,1272,714485234495041536
3208,783,714258258790387713
3487,918,714251586676113411
2422,961,714214115368108032
4581,1530,714141408463036416
3485,850,713919462244790272
2035,598,713909862279876608
3015,811,713900603437621249
5190,1499,713761197720473600
4706,1410,713411074226274305
7683,3101,713177543487135744
4758,1588,713175907180089344
19863,7357,712809025985978368
13190,5452,712717840512598017
4442,1328,712668654853337088
5677,1704,712438159032893441
261,25,712309440758808576
4052,1135,712097430750289920
3137,985,712092745624633345
3451,533,712085617388212225
2413,685,712065007010385924
0,137,711998809858043904
8594,2522,711968124745228288
3032,1074,711743778164514816
9511,4512,711732680602345472
35093,19941,711694788429553666
4125,1001,711652651650457602
3909,1244,711363825979756544
3529,797,711306686208872448
3198,685,711008018775851008
4859,1517,710997087345876993
2720,749,710844581445812225
2875,587,710833117892898816
2464,617,710658690886586372
5126,2563,710609963652087808
4871,2052,710588934686908417
2530,804,710296729921429505
2275,564,710283270106132480
4830,1377,710272297844797440
2563,1228,710269109699739648
3099,971,710153181850935296
2955,977,710140971284037632
5865,2175,710117014656950272
3185,1171,709918798883774466
719,109,709901256215666688
3747,1301,709852847387627521
3771,1320,709566166965075968
3507,1164,709556954897764353
1588,263,709519240576036864
2374,646,709449600415961088
2798,763,709409458133323776
2560,627,709225125749587968
13458,6377,709207347839836162
2572,699,709198395643068416
2151,736,709179584944730112
2187,454,709158332880297985
5090,1800,709042156699303936
1910,718,708853462201716736
3169,979,708845821941387268
1822,549,708834316713893888
17647,7614,708810915978854401
2928,887,708738143638450176
2726,796,708711088997666817
2720,741,708479650088034305
3281,894,708469915515297792
17116,11055,708400866336894977
3855,1472,708356463048204288
2513,806,708349470027751425
4562,1688,708149363256774660
3621,915,708130923141795840
2870,1067,708119489313951744
2068,590,708109389455101952
4664,2104,708026248782585858
3317,1227,707995814724026368
51,2,707983188426153984
2879,1060,707969809498152960
3501,1037,707776935007539200
2660,669,707741517457260545
4384,2702,707738799544082433
3658,1095,707693576495472641
2760,959,707629649552134146
18136,7024,707610948723478529
2440,764,707420581654872064
2428,653,707411934438625280
3750,1428,707387676719185920
3520,1177,707377100785885184
2637,704,707315916783140866
2946,877,707297311098011648
2751,740,707059547140169728
2355,877,707038192327901184
4342,1501,707021089608753152
2463,647,707014260413456384
15585,8584,706904523814649856
2212,662,706901761596989440
3548,1060,706681918348251136
2759,1195,706644897839910912
2309,689,706593038911545345
3698,1541,706538006853918722
3311,1128,706516534877929472
3682,1004,706346369204748288
22951,8755,706310011488698368
1818,511,706291001778950144
2914,1003,706265994973601792
4193,2439,706169069255446529
5510,1765,706166467411222528
1599,420,706153300320784384
3322,809,705975130514706432
3365,976,705970349788291072
2540,620,705898680587526145
2090,581,705786532653883392
3395,1266,705591895322394625
3171,1012,705475953783398401
4768,1805,705442520700944385
4085,1861,705428427625635840
3210,819,705239209544720384
2762,881,705223444686888960
2301,565,705102439679201280
2326,662,705066031337840642
4541,1218,704871453724954624
2411,600,704859558691414016
5476,1684,704847917308362754
2833,1105,704819833553219584
7110,3177,704761120771465216
3148,1090,704499785726889984
819,92,704491224099647488
3642,1158,704480331685040129
8611,3887,704364645503647744
1693,386,704347321748819968
1623,509,704134088924532736
1990,616,704113298707505153
3133,1002,704054845121142784
1977,510,703774238772166656
3527,1242,703769065844768768
2778,757,703631701117943808
4134,1665,703611486317502464
4077,1513,703425003149250560
2638,761,703407252292673536
3753,1252,703382836347330562
2041,423,703356393781329922
2107,607,703268521220972544
7905,3382,703079050210877440
28322,13751,703041949650034688
2776,794,702932127499816960
1730,493,702899151802126337
3443,1180,702684942141153280
2345,613,702671118226825216
11082,3599,702598099714314240
3074,1055,702539513671897089
3425,1701,702332542343577600
3518,1129,702321140488925184
2647,834,702276748847800320
5148,1469,702217446468493312
3684,1083,701981390485725185
4087,1113,701952816642965504
3820,1510,701889187134500865
3672,1851,701805642395348998
2237,504,701601587219795968
3014,1023,701570477911896070
2839,664,701545186879471618
13126,5625,701214700881756160
2383,629,700890391244103680
2778,668,700864154249383937
2605,545,700847567345688576
2611,1046,700796979434098688
24509,10297,700747788515020802
2819,874,700518061187723268
2442,624,700505138482569216
4444,1973,700462010979500032
2840,819,700167517596164096
2401,726,700151421916807169
8085,3026,700143752053182464
2826,760,700062718104104960
2213,636,700029284593901568
3544,1474,700002074055016451
3267,1057,699801817392291840
2410,543,699788877217865730
2963,1356,699779630832685056
2097,668,699775878809702401
10994,5028,699691744225525762
6360,2862,699446877801091073
2326,559,699434518667751424
1468,362,699423671849451520
2209,675,699413908797464576
2011,482,699370870310113280
3381,950,699323444782047232
2394,691,699088579889332224
2622,717,699079609774645248
3219,1295,699072405256409088
4052,1990,699060279947165696
2795,1308,699036661657767936
3630,1079,698989035503689728
2903,985,698953797952008193
2726,680,698907974262222848
2654,752,698710712454139905
1557,414,698703483621523456
1374,374,698635131305795584
2487,679,698549713696649216
2005,492,698355670425473025
2433,1041,698342080612007937
5097,2203,698262614669991936
17993,6553,698195409219559425
3014,806,698178924120031232
1631,364,697995514407682048
3525,1417,697990423684476929
2572,756,697943111201378304
3242,1299,697881462549430272
1871,591,697630435728322560
3382,1105,697616773278015490
3245,1379,697596423848730625
2191,552,697575480820686848
2225,1243,697516214579523584
2594,742,697482927769255936
3655,1512,697463031882764288
5004,2035,697270446429966336
3525,1091,697259378236399616
3239,1272,697255105972801536
2698,732,697242256848379904
3425,1124,696900204696625153
2522,739,696894894812565505
5180,1958,696886256886657024
2622,781,696877980375769088
1578,388,696754882863349760
2232,1039,696744641916489729
2546,716,696713835009417216
4184,1850,696518437233913856
1311,162,696490539101908992
2726,1132,696488710901260288
3443,1247,696405997980676096
2078,726,696100768806522880
3213,1282,695816827381944320
3411,852,695794761660297217
2005,819,695767669421768709
4905,2312,695629776980148225
4666,1979,695446424020918272
9223,3909,695409464418041856
3913,1619,695314793360662529
2823,674,695095422348574720
3045,1209,695074328191332352
1721,659,695064344191721472
2857,864,695051054296211456
2894,1007,694925794720792577
2966,1028,694905863685980160
38211,15842,694669722378485760
1614,317,694356675654983680
2183,679,694352839993344000
1687,531,694342028726001664
2150,548,694329668942569472
4490,2238,694206574471057408
3152,1014,694183373896572928
3629,1132,694001791655137281
2004,443,693993230313091072
1852,404,693942351086120961
2890,650,693647888581312512
1439,142,693644216740769793
2726,455,693642232151285760
2629,878,693629975228977152
1649,406,693622659251335168
5433,2158,693590843962331137
1759,281,693582294167244802
1899,684,693486665285931008
3599,1362,693280720173801472
2556,899,693267061318012928
2392,549,693262851218264065
3065,805,693231807727280129
8466,3513,693155686491000832
1843,672,693109034023534592
2010,506,693095443459342336
2862,816,692919143163629568
2609,964,692905862751522816
1918,661,692901601640583168
2442,884,692894228850999298
3087,964,692828166163931137
7316,3989,692752401762250755
4646,1683,692568918515392513
3425,1488,692535307825213440
1977,458,692530551048294401
1578,253,692423280028966913
10050,3809,692417313023332352
2698,901,692187005137076224
2310,876,692158366030913536
1759,430,692142790915014657
3643,1394,692041934689402880
3072,1051,692017291282812928
4228,1803,691820333922455552
8724,4608,691793053716221953
3099,1124,691756958957883396
2078,559,691675652215414786
2542,629,691483041324204033
4351,1254,691459709405118465
2841,933,691444869282295808
20770,8398,691416866452082688
2766,723,691321916024623104
3174,983,691096613310316544
1828,372,691090071332753408
6348,3161,690989312272396288
3829,1382,690959652130045952
4440,2189,690938899477221376
3527,1117,690932576555528194
4043,1406,690735892932222976
2320,570,690728923253055490
2490,868,690690673629138944
1401,307,690649993829576704
310,19,690607260360429569
2106,659,690597161306841088
2000,495,690400367696297985
3484,950,690374419777196032
2851,977,690360449368465409
1608,559,690348396616552449
1804,454,690248561355657216
2995,1137,690021994562220032
2685,808,690015576308211712
3921,1852,690005060500217858
1525,413,689999384604450816
1575,502,689993469801164801
1462,489,689977555533848577
2593,759,689905486972461056
3233,1304,689877686181715968
2317,825,689835978131935233
3421,1015,689661964914655233
11162,4279,689659372465688576
2400,717,689623661272240129
12483,6070,689599056876867584
2204,508,689557536375177216
3635,1568,689517482558820352
2411,1014,689289219123089408
3524,1212,689283819090870273
2144,788,689280876073582592
1240,272,689275259254616065
2752,1181,689255633275777024
3282,1102,689154315265683456
2179,568,689143371370250240
2927,959,688916208532455424
2269,847,688908934925697024
2250,865,688898160958271489
2391,770,688894073864884227
1473,406,688828561667567616
1024,214,688804835492233216
2374,728,688789766343622656
2792,770,688547210804498433
2471,799,688519176466644993
9980,4892,688385280030670848
2381,919,688211956440801280
2267,645,688179443353796608
3021,862,688116655151435777
1837,395,688064179421470721
5872,2789,687841446767013888
2928,1253,687826841265172480
2684,1049,687818504314159109
2560,767,687807801670897665
1890,723,687732144991551489
2615,929,687704180304273409
2080,564,687664829264453632
2051,633,687494652870668288
1712,273,687480748861947905
2123,592,687476254459715584
2187,594,687460506001633280
2033,688,687399393394311168
21574,10079,687317306314240000
4669,2090,687312378585812992
5864,2518,687127927494963200
2320,557,687124485711986689
6220,2717,687109925361856513
2508,1091,687102708889812993
2403,672,687096057537363968
9235,3487,686947101016735744
3763,1509,686760001961103360
3727,1608,686749460672679938
4449,1315,686730991906516992
3008,885,686683045143953408
3943,1495,686618349602762752
2020,595,686606069955735556
1884,752,686394059078897668
3477,974,686386521809772549
2376,621,686377065986265092
2355,751,686358356425093120
4287,1837,686286779679375361
2366,810,686050296934563840
1240,134,686035780142297088
3343,1288,686034024800862208
2647,460,686007916130873345
1953,704,686003207160610816
2263,590,685973236358713344
1758,674,685943807276412928
8077,3201,685906723014619143
2171,139,685681090388975616
2503,635,685667379192414208
3480,1606,685663452032069632
3139,854,685641971164143616
35379,17239,685547936038666240
3263,1269,685532292383666176
10192,4398,685325112850124800
2842,712,685321586178670592
3589,1187,685315239903100929
2214,482,685307451701334016
3330,1334,685268753634967552
2490,736,685198997565345792
4390,1568,685169283572338688
2457,422,684969860808454144
7147,3440,684959798585110529
3447,1152,684940049151070208
3763,523,684926975086034944
3755,1610,684914660081053696
2006,585,684902183876321280
2250,910,684880619965411328
37667,23750,684830982659280897
2910,1090,684800227459624960
9584,3894,684594889858887680
4415,1550,684588130326986752
3224,1361,684567543613382656
2845,1061,684538444857667585
4144,1288,684481074559381504
2113,611,684460069371654144
8756,3629,684241637099323392
1327,232,684225744407494656
4122,1522,684222868335505415
2327,1134,684200372118904832
2052,571,684195085588783105
3731,1294,684188786104872960
2165,739,684177701129875456
3194,1648,684147889187209216
2129,525,684122891630342144
4405,1577,684097758874210310
4065,1226,683857920510050305
2062,385,683852578183077888
2810,1079,683849932751646720
2810,1216,683834909291606017
2988,1160,683828599284170753
3590,1487,683773439333797890
6989,3667,683742671509258241
7895,3194,683515932363329536
3392,1053,683498322573824003
2817,1087,683481228088049664
2613,736,683462770029932544
4172,1770,683449695444799489
8150,2620,683391852557561860
3163,1035,683357973142474752
3085,1148,683142553609318400
3646,1005,683111407806746624
2320,717,683098815881154561
2128,617,683078886620553216
2313,805,683030066213818368
39747,18400,682962037429899265
1898,204,682808988178739200
2646,1232,682788441537560576
1629,479,682750546109968385
1409,393,682697186228989953
3264,1178,682662431982772225
2203,659,682638830361513985
3674,1275,682429480204398592
8123,1944,682406705142087680
2386,750,682393905736888321
1787,511,682389078323662849
3298,1098,682303737705140231
4470,1345,682259524040966145
3484,1300,682242692827447297
19662,10929,682088079302213632
5315,1866,682059653698686977
3440,1063,682047327939461121
7051,2218,682032003584274432
3374,1676,682003177596559360
2967,1132,681981167097122816
2643,915,681891461017812993
13691,4444,681694085539872773
1880,488,681679526984871937
2831,1022,681654059175129088
2047,517,681610798867845120
3801,1443,681579835668455424
15355,6406,681523177663676416
1757,305,681340665377193984
9944,4462,681339448655802368
2849,840,681320187870711809
4226,2012,681302363064414209
3402,1054,681297372102656000
3439,1210,681281657291280384
1556,300,681261549936340994
1602,601,681242418453299201
2558,529,681231109724700672
3970,1636,681193455364796417
2594,725,680970795137544192
4873,2182,680959110691590145
3452,1165,680940246314430465
2222,484,680934982542561280
2557,679,680913438424612864
1890,403,680889648562991104
3686,1468,680836378243002368
2318,724,680805554198020098
2535,906,680801747103793152
3057,1145,680798457301471234
2823,784,680609293079592961
3853,1472,680583894916304897
4529,2102,680497766108381184
1832,528,680494726643068929
2711,821,680473011644985345
1550,552,680440374763077632
1557,317,680221482581123072
3033,1290,680206703334408192
2293,560,680191257256136705
4169,1714,680176173301628928
2472,801,680161097740095489
3868,1908,680145970311643136
2451,1043,680130881361686529
2897,1003,680115823365742593
3810,1504,680100725817409536
13667,9772,680085611152338944
2744,962,680070545539371008
17870,7822,680055455951884288
2100,706,679877062409191424
2312,724,679872969355714560
2631,684,679862121895714818
3071,1356,679854723806179328
2536,856,679844490799091713
38784,15388,679828447187857408
3297,1232,679777920601223168
2239,882,679736210798047232
2312,906,679729593985699840
1770,520,679722016581222400
5082,2276,679530280114372609
2831,802,679527802031484928
3603,1414,679511351870550016
3380,1629,679503373272485890
2246,703,679475951516934144
33999,20687,679462823135686656
2540,1328,679405845277462528
22980,8912,679158373988876288
2959,1130,679148763231985668
3169,1274,679132435750195208
6378,2811,679111216690831360
18274,9037,679062614270468097
2408,751,679047485189439488
3016,1351,679001094530465792
2486,1283,678991772295516161
1746,506,678969228704284672
2745,988,678800283649069056
3723,1303,678798276842360832
2965,1011,678774928607469569
3764,1507,678767140346941444
1740,526,678764513869611008
7628,3638,678755239630127104
3999,1871,678740035362037760
5934,2669,678708137298427904
3068,1633,678675843183484930
2186,468,678643457146150913
4262,1727,678446151570427904
5777,2788,678424312106393600
4524,1998,678410210315247616
61851,30272,678399652199309312
1690,459,678396796259975168
1989,459,678389028614488064
2593,987,678380236862578688
1839,590,678341075375947776
1383,292,678334497360859136
12235,6645,678278586130948096
1686,407,678255464182861824
2049,426,678023323247357953
14653,6957,678021115718029313
3625,1829,677961670166224897
1435,445,677918531514703872
5144,2314,677895101218201600
3243,1065,677716515794329600
3600,1567,677700003327029250
1299,348,677698403548192770
2626,918,677687604918272002
3545,1632,677673981332312066
2078,1063,677662372920729601
1996,868,677644091929329666
2271,798,677573743309385728
1369,499,677565715327688705
2590,1270,677557565589463040
7370,3958,677547928504967168
1130,244,677530072887205888
3245,1951,677335745548390400
1438,320,677334615166730240
1155,258,677331501395156992
3856,1632,677328882937298944
1748,586,677314812125323265
1319,451,677301033169788928
2107,767,677269281705472000
3753,1783,677228873407442944
2899,1000,677187300187611136
2939,1168,676975532580409345
2337,883,676957860086095872
1373,428,676949632774234114
2297,951,676948236477857792
1802,410,676946864479084545
2200,831,676942428000112642
13476,5352,676936541936185344
3149,1951,676916996760600576
2379,788,676897532954456065
2231,781,676864501615042560
24483,17022,676821958043033607
1909,721,676819651066732545
1501,458,676811746707918848
5278,2186,676776431406465024
3064,1070,676617503762681856
1150,210,676613908052996102
1990,478,676606785097199616
1235,425,676603393314578432
4839,2343,676593408224403456
976,139,676590572941893632
2470,865,676588346097852417
1272,305,676582956622721024
2731,1221,676575501977128964
1981,604,676533798876651520
1598,580,676496375194980353
12328,5077,676470639084101634
1818,728,676440007570247681
1474,373,676430933382295552
2186,591,676263575653122048
1290,321,676237365392908289
79084,33719,676219687039057920
1832,638,676215927814406144
2402,1111,676191832485810177
2026,724,676146341966438401
2266,1265,676121918416756736
2962,1250,676101918813499392
3186,1561,676098748976615425
1386,462,676089483918516224
1727,629,675898130735476737
2247,946,675891555769696257
2514,1037,675888385639251968
4418,1526,675878199931371520
1734,611,675870721063669760
2842,1409,675853064436391936
998,165,675849018447167488
2409,966,675845657354215424
1608,574,675822767435051008
1109,247,675820929667219457
10831,3661,675798442703122432
1702,513,675781562965868544
1224,373,675740360753160193
1996,899,675710890956750848
2100,746,675707330206547968
679,103,675706639471788032
1905,452,675534494439489536
1243,416,675531475945709568
1093,307,675522403582218240
1377,492,675517828909424640
18061,6280,675501075957489664
3308,1403,675497103322386432
1362,643,675489971617296384
1943,1048,675483430902214656
1596,613,675432746517426176
1798,545,675372240448454658
1102,250,675362609739206656
34460,18485,675354435921575936
4141,2444,675349384339542016
2921,1389,675334060156301312
3808,1744,675166823650848770
6615,2808,675153376133427200
3932,1816,675149409102012420
993,260,675147105808306176
1254,338,675146535592706048
2242,967,675145476954566656
1362,529,675135153782571009
2052,842,675113801096802304
1010,272,675111688094527488
2927,1216,675109292475830276
1110,354,675047298674663426
2842,1290,675015141583413248
1023,242,675006312288268288
1624,505,675003128568291329
2361,1190,674999807681908736
905,380,674805413498527744
3150,929,674800520222154752
2631,1174,674793399141146624
1152,271,674790488185167872
845,223,674788554665512960
2096,1299,674781762103414784
1180,513,674774481756377088
1921,858,674767892831932416
825,258,674764817387900928
1426,481,674754018082705410
1540,501,674752233200820224
1468,587,674743008475090944
514,54,674742531037511680
1172,422,674739953134403584
672,99,674737130913071104
1200,499,674690135443775488
1691,699,674670581682434048
962,271,674664755118911488
1499,538,674646392044941312
1074,295,674644256330530816
1753,628,674638615994089473
1566,615,674632714662858753
984,108,674606911342424069
6502,2208,674468880899788800
1109,382,674447403907457024
1166,420,674436901579923456
1491,567,674422304705744896
711,149,674416750885273600
1248,500,674410619106390016
1562,615,674394782723014656
888,330,674372068062928900
584,77,674330906434379776
1477,551,674318007229923329
11853,7426,674307341513269249
15446,6327,674291837063053312
1636,776,674271431610523648
934,245,674269164442398721
1711,900,674265582246694913
1354,488,674262580978937856
1529,600,674255168825880576
783,181,674082852460433408
1019,304,674075285688614912
6644,2378,674063288070742018
3476,1398,674053186244734976
1516,515,674051556661161984
1475,688,674045139690631169
750,136,674042553264685056
1145,436,674038233588723717
878,233,674036086168010753
1868,1309,674024893172875264
1179,322,674019345211760640
1638,693,674014384960745472
1252,376,674008982932058114
2034,1032,673956914389192708
1215,388,673919437611909120
3327,1739,673906403526995968
973,267,673887867907739649
3210,813,673716320723169284
3700,2233,673715861853720576
1083,317,673711475735838725
885,296,673709992831262724
1116,308,673708611235921920
1146,419,673707060090052608
1306,422,673705679337693185
1492,608,673700254269775872
3965,2092,673697980713705472
1816,689,673689733134946305
1316,526,673688752737402881
1505,465,673686845050527744
1427,499,673680198160809984
1301,384,673662677122719744
747,258,673656262056419329
1166,394,673636718965334016
1655,773,673612854080196609
1240,391,673583129559498752
862,284,673580926094458881
1439,596,673576835670777856
1063,330,673363615379013632
1517,711,673359818736984064
1550,625,673355879178194945
1719,575,673352124999274496
761,223,673350198937153538
2625,1371,673345638550134785
1009,283,673343217010679808
1317,630,673342308415348736
14092,8455,673320132811366400
901,281,673317986296586240
7837,3376,673295268553605120
1105,394,673270968295534593
1473,771,673240798075449344
2343,900,673213039743795200
1771,668,673148804208660480
2039,764,672997845381865473
990,316,672995267319328768
1008,305,672988786805112832
1294,573,672984142909456390
1874,1052,672980819271634944
1753,975,672975131468300288
994,375,672970152493887488
1366,583,672968025906282496
1475,680,672964561327235073
1418,533,672902681409806336
922,445,672898206762672129
1618,879,672884426393653248
1064,391,672877615439593473
1366,608,672834301050937345
1303,518,672828477930868736
1009,340,672640509974827008
1345,523,672622327801233409
1270,622,672614745925664768
1155,410,672609152938721280
1157,431,672604026190569472
1375,641,672594978741354496
989,350,672591762242805761
756,198,672591271085670400
1066,394,672538107540070400
675,181,672523490734551040
1153,465,672488522314567680
1178,640,672482722825261057
739,129,672481316919734272
1494,742,672475084225949696
1412,572,672466075045466113
6715,3588,672272411274932228
1554,646,672267570918129665
1190,363,672264251789176834
2926,1652,672256522047614977
1480,781,672254177670729728
1790,639,672248013293752320
713,164,672245253877968896
928,335,672239279297454080
1915,1064,672231046314901505
813,224,672222792075620352
2347,1224,672205392827572224
1055,393,672169685991993344
903,381,672160042234327040
1821,766,672139350159835138
2502,1210,672125275208069120
1034,387,672095186491711488
978,387,672082170312290304
1347,545,672068090318987265
8792,4393,671896809300709376
1378,594,671891728106971137
3599,1453,671882082306625538
1477,728,671879137494245376
1301,584,671874878652489728
1168,530,671866342182637568
955,483,671855973984772097
7335,3688,671789708968640512
1239,553,671768281401958400
1747,975,671763349865160704
1399,816,671744970634719232
767,240,671743150407421952
1499,792,671735591348891648
8880,4630,671729906628341761
13377,7680,671561002136281088
951,219,671550332464455680
1410,632,671547767500775424
2071,1110,671544874165002241
1135,598,671542985629241344
962,417,671538301157904385
1224,434,671536543010570240
1070,610,671533943490011136
875,272,671528761649688577
1452,561,671520732782923777
982,306,671518598289059840
1680,770,671511350426865664
7323,3741,671504605491109889
956,472,671497587707535361
1051,495,671488513339211776
606,217,671486386088865792
792,243,671485057807351808
1470,782,671390180817915904
1164,310,671362598324076544
416,155,671357843010908160
496,118,671355857343524864
1009,460,671347597085433856
767,227,671186162933985280
1164,362,671182547775299584
907,375,671166507850801152
1731,1172,671163268581498880
388,86,671159727754231808
746,229,671154572044468225
695,161,671151324042559489
698,242,671147085991960577
1210,691,671141549288370177
965,425,671138694582165504
776,205,671134062904504320
3637,2686,671122204919246848
1404,817,671115716440031232
1189,464,671109016219725825
1150,308,670995969505435648
25516,9295,670842764863651840
617,206,670840546554966016
1158,736,670838202509447168
462,132,670833812859932673
763,231,670832455012716544
5794,4313,670826280409919488
803,201,670823764196741120
633,102,670822709593571328
3307,1642,670815497391357952
1173,284,670811965569282048
1189,520,670807719151067136
2044,1004,670804601705242624
351,93,670803562457407488
756,248,670797304698376195
867,293,670792680469889025
689,254,670789397210615808
627,213,670786190031921152
850,419,670783437142401025
1640,831,670782429121134593
806,304,670780561024270336
340,76,670778058496974848
1115,450,670764103623966721
466,120,670755717859713024
997,537,670733412878163972
866,390,670727704916926465
1265,526,670717338665226240
790,391,670704688707301377
610,256,670691627984359425
779,307,670679630144274432
261,45,670676092097810432
11158,5347,670668383499735048
1588,809,670474236058800128
364,89,670468609693655041
1010,587,670465786746662913
570,220,670452855871037440
1235,710,670449342516494336
6971,2090,670444955656130560
676,206,670442337873600512
1094,555,670435821946826752
1461,688,670434127938719744
335,121,670433248821026816
1445,674,670428280563085312
537,174,670427002554466305
1363,681,670421925039075328
655,332,670420569653809152
588,341,670417414769758208
2124,957,670411370698022913
580,237,670408998013820928
450,168,670403879788544000
581,227,670385711116361728
767,286,670374371102445568
340,71,670361874861563904
443,118,670338931251150849
4005,1307,670319130621435904
442,143,670303360680108032
736,300,670290420111441920
1077,358,670093938074779648
724,267,670086499208155136
2320,1335,670079681849372674
1626,838,670073503555706880
659,261,670069087419133954
795,367,670061506722140161
695,350,670055038660800512
673,187,670046952931721218
782,117,670040295598354432
610,296,670037189829525505
345,98,670003130994700288
336,89,669993076832759809
461,171,669972011175813120
313,64,669970042633789440
528,179,669942763794931712
394,111,669926384437997569
245,61,669923323644657664
840,425,669753178989142016
283,68,669749430875258880
542,94,669684865554620416
408,116,669683899023405056
367,141,669682095984410625
696,304,669680153564442624
838,463,669661792646373376
3676,1912,669625907762618368
984,391,669603084620980224
532,160,669597912108789760
1547,988,669583744538451968
450,153,669573570759163904
1648,1060,669571471778410496
243,60,669567591774625800
401,130,669564461267722241
378,81,669393256313184256
1389,764,669375718304980992
515,190,669371483794317312
476,166,669367896104181761
651,242,669363888236994561
381,131,669359674819481600
2815,1343,669354382627049472
671,269,669353438988365824
460,198,669351434509529089
1050,440,669328503091937280
599,121,669327207240699904
513,217,669324657376567296
938,407,669216679721873412
460,178,669214165781868544
1045,503,669203728096960512
683,328,669037058363662336
768,392,669015743032369152
597,264,669006782128353280
21672,6733,669000397445533696
458,248,668994913074286592
779,369,668992363537309700
710,345,668989615043424256
934,500,668988183816871936
574,177,668986018524233728
563,326,668981893510119424
826,373,668979806671884288
1364,619,668975677807423489
154,25,668967877119254528
736,251,668960084974809088
295,74,668955713004314625
281,61,668932921458302977
330,106,668902994700836864
412,161,668892474547511297
548,313,668872652652679168
470,174,668852170888998912
456,147,668826086256599040
595,285,668815180734689280
732,396,668779399630725120
552,229,668655139528511488
934,573,668645506898350081
922,561,668643542311546881
1121,563,668641109086707712
1083,510,668636665813057536
2937,1744,668633411083464705
745,338,668631377374486528
332,122,668627278264475648
411,140,668625577880875008
1507,826,668623201287675904
216,46,668620235289837568
634,333,668614819948453888
1731,1145,668587383441514497
254,61,668567822092664832
542,239,668544745690562560
484,226,668542336805281792
258,78,668537837512433665
484,237,668528771708952576
337,113,668507509523615744
426,139,668496999348633600
442,248,668484198282485761
478,155,668480044826800133
920,544,668466899341221888
643,313,668297328638447616
259,34,668291999406125056
524,144,668286279830867968
856,241,668274247790391296
574,251,668268907921326080
1352,650,668256321989451776
1027,511,668248472370458624
6439,3001,668237644992782336
316,110,668226093875376128
525,209,668221241640230912
571,204,668204964695683073
673,205,668190681446379520
510,202,668171859951755264
512,330,668154635664932864
580,302,668142349051129856
689,258,668113020489474048
1319,838,667937095915278337
309,117,667924896115245057
217,58,667915453470232577
511,318,667911425562669056
876,390,667902449697558528
1967,1150,667886921285246976
846,508,667885044254572545
403,124,667878741721415682
651,427,667873844930215936
3102,1084,667866724293877760
250,81,667861340749471744
294,65,667832474953625600
